Pesquisador_link,Title,Pub_Link,Nro_Autores,Data,Nro_Citations,Year
/pt/pesquisador/7387/fernando-augusto-soares/,Matrix Metalloproteinase-9 Expression by Hodgkin-Reed-Sternberg Cells Is Associated with Reduced Overall Survival in Young Adult Patients with Classical Hodgkin Lymphoma,/pt/publicacao/89632/matrix-metalloproteinase-9-expression-by-hodgkin-reed-sternb/,3,SEP 24 2013,3,2013
/pt/pesquisador/7387/fernando-augusto-soares/,Functional microarray analysis suggests repressed cell-cell signaling and cell survival-related modules inhibit progression of head and neck squamous cell carcinoma,/pt/publicacao/28454/functional-microarray-analysis-suggests-repressed-cell-cell-/,10,APR 13 2011,3,2011
/pt/pesquisador/7387/fernando-augusto-soares/,Generation of longer 3′ cDNA fragments from massively parallel signature sequencing tags,/pt/publicacao/46934/generation-longer-3-cdna-fragments/,5,2004,0,2004
/pt/pesquisador/7387/fernando-augusto-soares/,Evidence that molecular changes in cells occur before morphological alterations during the progression of breast ductal carcinoma,/pt/publicacao/46941/evidence-that-molecular-changes-in-cells-occur-before-morpho/,8,2008,80,2008
/pt/pesquisador/7387/fernando-augusto-soares/,Association of CYP3A4 genotype with detection of V$\gamma$/Jβ trans-rearrangements in the peripheral blood leukocytes of pediatric cancer patients undergoing chemotherapy for ALL,/pt/publicacao/46947/association-cyp3a4-genotype-detection-v/,7,2004,0,2004
/pt/pesquisador/7387/fernando-augusto-soares/,Glioblastomas: correlation between oligodendroglial components‚ genetic abnormalities‚ and prognosis,/pt/publicacao/47719/glioblastomas-correlation-between-oligodendroglial-component/,7,2008,0,2008
/pt/pesquisador/3646/decio-mion-junior/,Effects of long term device-guided slow breathing on sympathetic nervous activity in hypertensive patients: a randomized open-label clinical trial,/pt/publicacao/139931/effects-of-long-term-device-guided-slow-breathing-on-sympath/,8,2017,2,2017
/pt/pesquisador/3646/decio-mion-junior/,Oral Fludrocortisone Test for Salt-Sensitive Screening in Hypertensive Patients: A Randomized Crossover Trial,/pt/publicacao/157363/oral-fludrocortisone-test-for-salt-sensitive-screening-in-hy/,5,2018,0,2018
/pt/pesquisador/3646/decio-mion-junior/,Nocturnal blood pressure fall changes in correlation with urinary sodium excretion,/pt/publicacao/45858/nocturnal-blood-pressure-fall-changes/,3,2008,0,2008
/pt/pesquisador/830/joao-pereira-leite/,Role of the superior colliculus in the expression of acute and kindled audiogenic seizures in Wistar audiogenic rats,/pt/publicacao/34871/role-of-the-superior-colliculus-in-the-expression-of-acute-a/,4,DEC 2009,11,2009
/pt/pesquisador/830/joao-pereira-leite/,Calcified neurocysticercotic lesions and postsurgery seizure control in temporal lobe epilepsy,/pt/publicacao/47425/calcified-neurocysticercotic-lesions-postsurgery-seizure/,8,2000,0,2000
/pt/pesquisador/830/joao-pereira-leite/,Hippocampal AMPA and NMDA mRNA levels and subunit immunoreactivity in human temporal lobe epilepsy patients and a rodent model of chronic mesial limbic epilepsy,/pt/publicacao/47857/hippocampal-ampa-nmda-mrna-levels/,7,1998,0,1998
/pt/pesquisador/830/joao-pereira-leite/,Hippocampal GABA and glutamate transporter immunoreactivity in patients with temporal lobe epilepsy,/pt/publicacao/47860/hippocampal-gaba-glutamate-transporter-immunoreactivity/,10,1999,0,1999
/pt/pesquisador/830/joao-pereira-leite/,Quantitative MRI data in Multiple Sclerosis patients: a pattern recognition study,/pt/publicacao/144356//,0, 2018,0,2018
/pt/pesquisador/830/joao-pereira-leite/,Intense olfactory stimulation blocks seizures in an experimental model of epilepsy,/pt/publicacao/146806/intense-olfactory-stimulation-blocks-seizures-in-an-experime/,9,FEB 2018,0,2018
/pt/pesquisador/830/joao-pereira-leite/,Individual hippocampal subfield assessment indicates that matrix macromolecules and gliosis are key elements for the increased T2 relaxation time seen in temporal lobe epilepsy,/pt/publicacao/127318/individual-hippocampal-subfield-assessment-indicates-that-ma/,9,JAN 2017,8,2017
/pt/pesquisador/830/joao-pereira-leite/,Repeated Nicotine Strengthens Gamma Oscillations in the Prefrontal Cortex and Improves Visual Attention,/pt/publicacao/131917/repeated-nicotine-strengthens-gamma-oscillations-in-the-pref/,4,JUL 2017,3,2017
/pt/pesquisador/830/joao-pereira-leite/,"Input Convergence, Synaptic Plasticity and Functional Coupling Across Hippocampal-Prefrontal-Thalamic Circuits",/pt/publicacao/146037/input-convergence-synaptic-plasticity-and-functional-coupli/,2,MAY 23 2018,2,2018
/pt/pesquisador/830/joao-pereira-leite/,DECREASED NEURON LOSS AND MEMORY DYSFUNCTION IN PILOCARPINE-TREATED RATS PRE-EXPOSED TO HYPOXIA,/pt/publicacao/124899/decreased-neuron-loss-and-memory-dysfunction-in-pilocarpine-/,9,SEP 22 2016,3,2016
/pt/pesquisador/830/joao-pereira-leite/,Erectile Dysfunction in Wistar Audiogenic Rats Is Associated With Increased Cavernosal Contraction and Decreased Neuronal Nitric Oxide Synthase Protein Expression,/pt/publicacao/133466/erectile-dysfunction-in-wistar-audiogenic-rats-is-associated/,6,AUG 2017,0,2017
/pt/pesquisador/830/joao-pereira-leite/,SELECTIVE POST-TRAINING TIME WINDOW FOR MEMORY CONSOLIDATION INTERFERENCE OF CANNABIDIOL INTO THE PREFRONTAL CORTEX: REDUCED DOPAMINERGIC MODULATION AND IMMEDIATE GENE EXPRESSION IN LIMBIC CIRCUITS,/pt/publicacao/130558/selective-post-training-time-window-for-memory-consolidation/,10,MAY 14 2017,15,2017
/pt/pesquisador/830/joao-pereira-leite/,Neurotrophin receptors expression in mesial temporal lobe epilepsy with and without psychiatric comorbidities and their relation with seizure type and surgical outcome,/pt/publicacao/138264/neurotrophin-receptors-expression-in-mesial-temporal-lobe-ep/,5,2014,9,2014
/pt/pesquisador/830/joao-pereira-leite/,The ``single-section{''} Golgi method adapted for formalin-fixed human brain and light microscopy,/pt/publicacao/59827/the-single-section-golgi-method-adapted-for-formalin-fixed-h/,5,MAY 30 2010,11,2010
/pt/pesquisador/830/joao-pereira-leite/,Changes in autonomic control of the cardiovascular system in the Wistar audiogenic rat (WAR) strain,/pt/publicacao/54131/changes-in-autonomic-control-of-the-cardiovascular-system-in/,5,DEC 2011,15,2011
/pt/pesquisador/830/joao-pereira-leite/,Reciprocal Modulation of Cognitive and Emotional Aspects in Pianistic Performances,/pt/publicacao/26451/reciprocal-modulation-of-cognitive-and-emotional-aspects-in-/,5,SEP 9 2011,2,2011
/pt/pesquisador/830/joao-pereira-leite/,Sexual differentiation of cortical spreading depression propagation after acute and kindled audiogenic seizures in the Wistar audiogenic rat (WAR),/pt/publicacao/98481/sexual-differentiation-of-cortical-spreading-depression-prop/,4,FEB 2009,22,2009
/pt/pesquisador/830/joao-pereira-leite/,Muscarinic and Nicotinic Modulation of Thalamo-Prefrontal Cortex Synaptic Pasticity In Vivo,/pt/publicacao/62073/muscarinic-and-nicotinic-modulation-of-thalamo-prefrontal-co/,5,OCT 30 2012,16,2012
/pt/pesquisador/830/joao-pereira-leite/,Increased Metallothionein I/II Expression in Patients with Temporal Lobe Epilepsy,/pt/publicacao/62191/increased-metallothionein-iii-expression-in-patients-with-te/,9,SEP 18 2012,17,2012
/pt/pesquisador/830/joao-pereira-leite/,NMDA receptor blockade impairs the muscarinic conversion of sub-threshold transient depression into long-lasting LTD in the hippocampus-prefrontal cortex pathway in vivo: Correlation with gamma oscillations,/pt/publicacao/62863/nmda-receptor-blockade-impairs-the-muscarinic-conversion-of-/,5,FEB 2013,10,2013
/pt/pesquisador/830/joao-pereira-leite/,Increased expression of GluR2-flip in the hippocampus of the Wistar audiogenic rat strain after acute and kindled seizures,/pt/publicacao/46538/increased-expression-glur2-flip-hippocampus/,10,2010,0,2010
/pt/pesquisador/830/joao-pereira-leite/,New insights from the use of pilocarpine and kainate models,/pt/publicacao/46852/new-insights-use-pilocarpine-kainate/,3,2002,0,2002
/pt/pesquisador/830/joao-pereira-leite/,"Inhibitory and Multisynaptic Spines, and Hemispherical Synaptic Specialization in the Posterodorsal Medial Amygdala of Male and Female Rats",/pt/publicacao/93622/inhibitory-and-multisynaptic-spines-and-hemispherical-synapt/,7,JUN 15 2014,17,2014
/pt/pesquisador/830/joao-pereira-leite/,Effects of nitric oxide-related compounds in the acute ketamine animal model of schizophrenia,/pt/publicacao/106009/effects-of-nitric-oxide-related-compounds-in-the-acute-ketam/,10,MAR 7 2015,17,2015
/pt/pesquisador/830/joao-pereira-leite/,Quantification of BOLD fMRI Parameters to Infer Cerebrovascular Reactivity of the Middle Cerebral Artery,/pt/publicacao/89004/quantification-of-bold-fmri-parameters-to-infer-cerebrovascu/,8,NOV 2013,0,2013
/pt/pesquisador/830/joao-pereira-leite/,Evaluation of Cardiovascular Risk Factors in the Wistar Audiogenic Rat (WAR) Strain,/pt/publicacao/109024/evaluation-of-cardiovascular-risk-factors-in-the-wistar-audi/,6,JUN 1 2015,8,2015
/pt/pesquisador/830/joao-pereira-leite/,"Behavioral, Ventilatory and Thermoregulatory Responses to Hypercapnia and Hypoxia in the Wistar Audiogenic Rat (WAR) Strain",/pt/publicacao/120929/behavioral-ventilatory-and-thermoregulatory-responses-to-hy/,6,MAY 5 2016,5,2016
/pt/pesquisador/830/joao-pereira-leite/,"Quantifying brain iron deposition in patients with Parkinson's disease using quantitative susceptibility mapping, R2 and R2",/pt/publicacao/108077/quantifying-brain-iron-deposition-in-patients-with-parkinson/,7,JUN 2015,86,2015
/pt/pesquisador/830/joao-pereira-leite/,"Different levels of MT-I/II between patients with MTLE with or without seizure generalization: does hippocampal MT-I/II affects seizure spread, or does seizure spread promotes differential expression of MT-I/II?",/pt/publicacao/96575/niveis-diferentes-de-mt-iii-entre-pacientes-com-mtle-com-ou/,9,Mar. 2012,0,2012
/pt/pesquisador/830/joao-pereira-leite/,Plasticidade neuronal associada à epilepsia do lobo temporal mesial: insights a partir de estudos em humanos e em modelos animais,/pt/publicacao/96639/plasticidade-neuronal-associada-a-epilepsia-do-lobo-temporal/,3,Mar. 2006,0,2006
/pt/pesquisador/830/joao-pereira-leite/,Comparative neuroanatomical and temporal characterization of FluoroJade-positive neurodegeneration after status epilepticus induced by systemic and intrahippocampal pilocarpine in Wistar rats,/pt/publicacao/29272/comparative-neuroanatomical-and-temporal-characterization-of/,6,FEB 16 2011,36,2011
/pt/pesquisador/830/joao-pereira-leite/,The non-coding RNA BC1 is down-regulated in the hippocampus of Wistar Audiogenic Rat (WAR) strain after audiogenic kindling,/pt/publicacao/29731/the-non-coding-rna-bc1-is-down-regulated-in-the-hippocampus-/,9,JAN 7 2011,11,2011
/pt/pesquisador/830/joao-pereira-leite/,A hypothesis regarding the pathogenesis and epileptogenesis of pediatric cortical dysplasia and hemimegalencephaly based on MRI cerebral volumes and NeuN cortical cell densities,/pt/publicacao/57135/hypothesis-regarding-pathogenesis-epileptogenesis-pediatric/,10,2007,0,2007
/pt/pesquisador/830/joao-pereira-leite/,Behavioral and EEG effects of GABAergic manipulation of the nigro-tectal pathway in the Wistar audiogenic rat (WAR) strain II: An EEG wavelet analysis and retrograde neuronal tracer approach,/pt/publicacao/58460/behavioral-and-eeg-effects-of-gabaergic-manipulation-of-the-/,8,AUG 2012,7,2012
/pt/pesquisador/830/joao-pereira-leite/,Amygdala rapid kindling impairs breathing in response to chemoreflex activation,/pt/publicacao/168569/amygdala-rapid-kindling-impairs-breathing-in-response-to-che/,8,SEP 1 2019,1,2019
/pt/pesquisador/830/joao-pereira-leite/,A clinical gamma camera-based pinhole collimated system for high resolution small animal SPECT imaging,/pt/publicacao/30868/a-clinical-gamma-camera-based-pinhole-collimated-system-for-/,6,DEC 2010,12,2010
/pt/pesquisador/830/joao-pereira-leite/,Inhibition of the renin-angiotensin system prevents seizures in a rat model of epilepsy,/pt/publicacao/30955/inhibition-of-the-renin-angiotensin-system-prevents-seizures/,6,DEC 2010,38,2010
/pt/pesquisador/830/joao-pereira-leite/,Angiotensin II-Independent Angiotensin-(1-7) Formation in Rat Hippocampus Involvement of Thimet Oligopeptidase,/pt/publicacao/93025/angiotensin-ii-independent-angiotensin-1-7-formation-in-rat-/,10,NOV 2013,14,2013
/pt/pesquisador/830/joao-pereira-leite/,Distribution of glutamate receptors in the posterodorsal medial amygdala of adult male rats,/pt/publicacao/113947/distribution-of-glutamate-receptors-in-the-posterodorsal-med/,5,NOV 2015,6,2015
/pt/pesquisador/830/joao-pereira-leite/,Animal models of epilepsy: use and limitations,/pt/publicacao/116440/animal-models-of-epilepsy-use-and-limitations/,8,2014,103,2014
/pt/pesquisador/830/joao-pereira-leite/,Optogenetic Stimulation of Frontal D1 Neurons Compensates for Impaired Temporal Control of Action in Dopamine-Depleted Mice,/pt/publicacao/126593/optogenetic-stimulation-of-frontal-d1-neurons-compensates-fo/,7,JAN 9 2017,24,2017
/pt/pesquisador/830/joao-pereira-leite/,The histamine H3 receptor antagonist thioperamide rescues circadian rhythm and memory function in experimental parkinsonism,/pt/publicacao/130981/the-histamine-h3-receptor-antagonist-thioperamide-rescues-ci/,7,APR 11 2017,9,2017
/pt/pesquisador/830/joao-pereira-leite/,CHRONIC NICOTINE ATTENUATES BEHAVIORAL AND SYNAPTIC PLASTICITY IMPAIRMENTS IN A STREPTOZOTOCIN MODEL OF ALZHEIMER'S DISEASE,/pt/publicacao/131022/chronic-nicotine-attenuates-behavioral-and-synaptic-plastici/,10,JUN 14 2017,6,2017
/pt/pesquisador/830/joao-pereira-leite/,Cannabinoids and Vanilloids in Schizophrenia: Neurophysiological Evidence and Directions for Basic Research,/pt/publicacao/131935/cannabinoids-and-vanilloids-in-schizophrenia-neurophysiolog/,6,JUN 21 2017,7,2017
/pt/pesquisador/830/joao-pereira-leite/,Lithium modulates the muscarinic facilitation of synaptic plasticity and theta-gamma coupling in the hippocampal-prefrontal pathway,/pt/publicacao/146007/lithium-modulates-the-muscarinic-facilitation-of-synaptic-pl/,6,JUN 2018,1,2018
/pt/pesquisador/830/joao-pereira-leite/,Morphofunctional alterations in the olivocochlear efferent system of the genetic audiogenic seizure-prone hamster GASH:Sal,/pt/publicacao/133233/morphofunctional-alterations-in-the-olivocochlear-efferent-s/,8,JUN 2017,3,2017
/pt/pesquisador/830/joao-pereira-leite/,Using Postmortem hippocampi tissue can interfere with differential gene expression analysis of the epileptogenic process,/pt/publicacao/133784/using-postmortem-hippocampi-tissue-can-interfere-with-differ/,10,AUG 4 2017,5,2017
/pt/pesquisador/830/joao-pereira-leite/,Acetazolamide potentiates the afferent drive to prefrontal cortex in vivo,/pt/publicacao/127088/acetazolamide-potentiates-the-afferent-drive-to-prefrontal-c/,6,JAN 2017,2,2017
/pt/pesquisador/830/joao-pereira-leite/,Manual Hippocampal Subfield Segmentation Using High-Field MRI: Impact of Different Subfields in Hippocampal Volume Loss of Temporal Lobe Epilepsy Patients,/pt/publicacao/154549/manual-hippocampal-subfield-segmentation-using-high-field-mr/,10,NOV 20 2018,4,2018
/pt/pesquisador/830/joao-pereira-leite/,Interaction between hippocampal-prefrontal plasticity and thalamic-prefrontal activity,/pt/publicacao/144408/interaction-between-hippocampal-prefrontal-plasticity-and-th/,7,JAN 22 2018,4,2018
/pt/pesquisador/830/joao-pereira-leite/,Protective Effects of Cannabidiol against Seizures and Neuronal Death in a Rat Model of Mesial Temporal Lobe Epilepsy,/pt/publicacao/128869/protective-effects-of-cannabidiol-against-seizures-and-neuro/,10,MAR 17 2017,16,2017
/pt/pesquisador/830/joao-pereira-leite/,Cerebral blood flow and vasoreactivity in aging: an arterial spin labeling study,/pt/publicacao/129113/y-cerebral-blood-flow-and-vasoreactivity-in-aging-an-arteri/,5,2017,8,2017
/pt/pesquisador/830/joao-pereira-leite/,Neuro-degeneration profile of Alzheimer's patients: A brain morphometry study,/pt/publicacao/134980/neuro-degeneration-profile-of-alzheimers-patients-a-brain/,8,2017,9,2017
/pt/pesquisador/830/joao-pereira-leite/,SOS score: an optimized score to screen acute stroke patients for obstructive sleep apnea,/pt/publicacao/100286/sos-score-an-optimized-score-to-screen-acute-stroke-patients/,7,SEP 2014,13,2014
/pt/pesquisador/830/joao-pereira-leite/,Language and motor FMRI activation in polymicrogyric cortex,/pt/publicacao/46528/language-motor-fmri-activation-polymicrogyric/,10,2006,0,2006
/pt/pesquisador/830/joao-pereira-leite/,Contralateral hemimicrencephaly and clinical-pathological correlations in children with hemimegalencephaly,/pt/publicacao/46535/contralateral-hemimicrencephaly-clinical-pathological-correl/,10,2006,0,2006
/pt/pesquisador/830/joao-pereira-leite/,Temporal lobe epilepsy patients with severe hippocampal neuron loss but normal hippocampal volume: Extracellular matrix molecules are important for the maintenance of hippocampal volume,/pt/publicacao/111993/temporal-lobe-epilepsy-patients-with-severe-hippocampal-neur/,10,OCT 2015,14,2015
/pt/pesquisador/830/joao-pereira-leite/,Mesial temporal lobe epilepsy with psychiatric comorbidities: a place for differential neuroinflammatory interplay,/pt/publicacao/106499/mesial-temporal-lobe-epilepsy-with-psychiatric-comorbidities/,8,FEB 25 2015,15,2015
/pt/pesquisador/830/joao-pereira-leite/,Distinct Increased Metabotropic Glutamate Receptor Type 5 (mGluR5) in Temporal Lobe Epilepsy With and Without Hippocampal Sclerosis,/pt/publicacao/88533/distinct-increased-metabotropic-glutamate-receptor-type-5-mg/,8,DEC 2013,23,2013
/pt/pesquisador/830/joao-pereira-leite/,Microtubule-Associated Proteins in Mesial Temporal Lobe Epilepsy with and without Psychiatric Comorbidities and Their Relation with Granular Cell Layer Dispersion,/pt/publicacao/90397/microtubule-associated-proteins-in-mesial-temporal-lobe-epil/,6,2013,15,2013
/pt/pesquisador/830/joao-pereira-leite/,Differential aberrant sprouting in temporal lobe epilepsy with psychiatric co-morbidities,/pt/publicacao/52955/differential-aberrant-sprouting-in-temporal-lobe-epilepsy-wi/,6,FEB 28 2012,17,2012
/pt/pesquisador/830/joao-pereira-leite/,Clinical and neuroimaging features of good and poor seizure control patients with mesial temporal lobe epilepsy and hippocampal atrophy,/pt/publicacao/47423/clinical-neuroimaging-features-good-poor/,8,2003,0,2003
/pt/pesquisador/830/joao-pereira-leite/,Loss and sprouting of nitric oxide synthase neurons in the human epileptic hippocampus,/pt/publicacao/47424/loss-sprouting-nitric-oxide-synthase/,7,2002,0,2002
/pt/pesquisador/830/joao-pereira-leite/,Pre-ictal increase in theta synchrony between the hippocampus and prefrontal cortex in a rat model of temporal lobe epilepsy,/pt/publicacao/118882/pre-ictal-increase-in-theta-synchrony-between-the-hippocampu/,5,MAY 2016,10,2016
/pt/pesquisador/830/joao-pereira-leite/,What are the similarities and differences between schizophrenia and schizophrenia-like psychosis of epilepsy? A neuropathological approach to the understanding of schizophrenia spectrum and epilepsy,/pt/publicacao/102370/what-are-the-similarities-and-differences-between-schizophre/,3,SEP 2014,5,2014
/pt/pesquisador/830/joao-pereira-leite/,"Behavioral and Cardiorespiratory Responses to Bilateral Microinjections of Oxytocin into the Central Nucleus of Amygdala of Wistar Rats, an Experimental Model of Compulsion",/pt/publicacao/99354/behavioral-and-cardiorespiratory-responses-to-bilateral-micr/,9,JUL 18 2014,4,2014
/pt/pesquisador/830/joao-pereira-leite/,Changes in Calcium-Binding Protein Expression in Human Cortical Contusion Tissue,/pt/publicacao/34964/changes-in-calcium-binding-protein-expression-in-human-corti/,6,DEC 2009,20,2009
/pt/pesquisador/7679/sergio-zucoloto/,Impacto prognóstico da expressão imuno-histoquímica do BRCA1 nos carcinomas mamários esporádicos,/pt/publicacao/95867/impacto-prognostico-da-expressao-imuno-histoquimica-do-brca1/,4,Jun. 2005,0,2005
/pt/pesquisador/7679/sergio-zucoloto/,Phyllodes tumor with osteosarcomatous differentiation: a comparative immunohistochemical study between epithelial and mesenchymal cells,/pt/publicacao/45268/phyllodes-tumor-osteosarcomatous-differentiation-comparative/,3,2006,0,2006
/pt/pesquisador/7679/sergio-zucoloto/,Prognostic significance of p53 and p63 immunolocalisation in primary and matched lymph node metastasis in oral squamous cell carcinoma,/pt/publicacao/45270/prognostic-significance-p53-p63-immunolocalisation/,3,2007,0,2007
/pt/pesquisador/7679/sergio-zucoloto/,Prognostic factors and survival analysis in a sample of oral squamous cell carcinoma patients,/pt/publicacao/45271/prognostic-factors-and-survival-analysis-in-a-sample-of-oral/,6,2008,30,2008
/pt/pesquisador/7679/sergio-zucoloto/,Rosmarinic acid attenuates hepatic ischemia and reperfusion injury in rats,/pt/publicacao/103488/rosmarinic-acid-attenuates-hepatic-ischemia-and-reperfusion-/,9,DEC 2014,18,2014
/pt/pesquisador/7679/sergio-zucoloto/,The comparative efficacy of renin-angiotensin system blockers in schistosomal hepatic fibrosis,/pt/publicacao/150392/the-comparative-efficacy-of-renin-angiotensin-system-blocker/,8,AUG 2018,0,2018
/pt/pesquisador/7679/sergio-zucoloto/,p63 correlates with both BRCA1 and cytokeratin 5 in invasive breast carcinomas: further evidence for the pathogenesis of the basal phenotype of breast cancer,/pt/publicacao/45269/p63-correlates-both-brca1-cytokeratin/,6,2005,0,2005
/pt/pesquisador/4734/celso-francisco-hernandes-granato/,Cytomegalovirus infection in pregnancy,/pt/publicacao/161372//,3,Out. 2015,0,2015
/pt/pesquisador/4734/celso-francisco-hernandes-granato/,High prevalence of hepatitis E virus antibodies among blood donors in Southern Brazil,/pt/publicacao/115539/high-prevalence-of-hepatitis-e-virus-antibodies-among-blood/,5,FEB 2016,19,2016
/pt/pesquisador/4734/celso-francisco-hernandes-granato/,Influence of GB virus C on IFN-gamma and IL-2 production and CD38 expression in T lymphocytes from chronically HIV-infected and HIV-HCV-co-infected patients,/pt/publicacao/26509/influence-of-gb-virus-c-on-ifn-gamma-and-il-2-production-and/,5,SEP 2011,5,2011
/pt/pesquisador/4734/celso-francisco-hernandes-granato/,Serum lipidomic profiling as a useful tool for screening potential biomarkers of hepatitis B-related hepatocellular carcinoma by ultraperformance liquid chromatography-mass spectrometry,/pt/publicacao/114540/serum-lipidomic-profiling-as-a-useful-tool-for-screening-pot/,10,DEC 18 2015,6,2015
/pt/pesquisador/4734/celso-francisco-hernandes-granato/,"Plasma Lipidomic Fingerprinting to Distinguish among Hepatitis C-related Hepatocellular Carcinoma, Liver Cirrhosis, and Chronic Hepatitis C using MALDI-TOF Mass Spectrometry: a Pilot Study",/pt/publicacao/106235/plasma-lipidomic-fingerprinting-to-distinguish-among-hepatit/,9,MAR 2015,1,2015
/pt/pesquisador/4734/celso-francisco-hernandes-granato/,"High prevalence of hepatitis E virus antibodies in Sao Paulo, Southeastern Brazil: analysis of a group of blood donors representative of the general population",/pt/publicacao/139444/high-prevalence-of-hepatitis-e-virus-antibodies-in-sao-paulo/,4,SEP-OCT 2017,12,2017
/pt/pesquisador/4734/celso-francisco-hernandes-granato/,Chronic Hepatitis E Virus Infection in a Pediatric Female Liver Transplant Recipient,/pt/publicacao/102442/chronic-hepatitis-e-virus-infection-in-a-pediatric-female-li/,10,DEC 2014,14,2014
/pt/pesquisador/4734/celso-francisco-hernandes-granato/,HIV-GB virus C co-infection: an overview,/pt/publicacao/38145/hiv-gb-virus-c-co-infection-an-overview/,2,JAN 2009,10,2009
/pt/pesquisador/3626/fabio-biscegli-jatene/,Does methylene blue attenuate inflammation in nonischemic lungs after lung transplantation?,/pt/publicacao/159853//,8,Out. 2018,0,2018
/pt/pesquisador/3626/fabio-biscegli-jatene/,Methylene blue attenuates ischemia-reperfusion injury in lung transplantation,/pt/publicacao/102693/methylene-blue-attenuates-ischemia-reperfusion-injury-in-lun/,9,DEC 2014,12,2014
/pt/pesquisador/3626/fabio-biscegli-jatene/,Diaphragmatic pacing stimulation in spinal cord injury: anesthetic and perioperative management,/pt/publicacao/62360/diaphragmatic-pacing-stimulation-in-spinal-cord-injury-anest/,10,2012,7,2012
/pt/pesquisador/7575/geraldo-duarte/,Effect of antiretroviral agents on triglyceride levels in HIV-1-infected pregnant women,/pt/publicacao/49366/effect-antiretroviral-agents-triglyceride-levels/,3,2006,0,2006
/pt/pesquisador/7575/geraldo-duarte/,Effect of maternal use of antiretroviral agents on serum insulin levels of the newborn infant,/pt/publicacao/44580/effect-maternal-use-antiretroviral-agents/,7,2005,0,2005
/pt/pesquisador/7575/geraldo-duarte/,"Effect of antiretroviral drugs on maternal CD4 lymphocyte counts, HIV-1 RNA levels, and anthropometric parameters of their neonates",/pt/publicacao/95877/efeito-das-drogas-anti-retrovirais-sobre-os-valores-dos-linf/,6,Jun. 2005,0,2005
/pt/pesquisador/7575/geraldo-duarte/,Intolerância glicêmica e o prognóstico perinatal em gestantes utilizando anti-retrovirais,/pt/publicacao/96052/intolerancia-glicemica-e-o-prognostico-perinatal-em-gestante/,7,Ago. 2003,0,2003
/pt/pesquisador/7575/geraldo-duarte/,Efeito das drogas anti-retrovirais sobre as taxas de fertilidade de ratas Wistar,/pt/publicacao/96164/efeito-das-drogas-anti-retrovirais-sobre-as-taxas-de-fertili/,7,Dez. 2002,0,2002
/pt/pesquisador/7575/geraldo-duarte/,"Effects of antiretroviral agents during pregnancy on liver enzymes and amylase in HIV-exposed, uninfected newborn infants",/pt/publicacao/95801/effects-of-antiretroviral-agents-during-pregnancy-on-liver-e/,5,Jun. 2007,0,2007
/pt/pesquisador/7575/geraldo-duarte/,Antiretroviral agents and acid-base balance at delivery of the neonate,/pt/publicacao/95807/antiretroviral-agents-and-acid-base-balance-at-delivery-of-t/,8,Jul. 2007,0,2007
/pt/pesquisador/2167/eloisa-silva-dutra-de-oliveira-bonfa/,"Profile of health professionals who completed a master’s, doctoral, or post-doctoral degree in one Brazilian pediatric program",/pt/publicacao/178212//,10, 2020,0,2020
/pt/pesquisador/2167/eloisa-silva-dutra-de-oliveira-bonfa/,Understanding the dynamics of hydroxychloroquine blood levels in lupus nephritis,/pt/publicacao/178422/understanding-the-dynamics-of-hydroxychloroquine-blood-level/,10,MAR 2020,0,2020
/pt/pesquisador/2167/eloisa-silva-dutra-de-oliveira-bonfa/,American College of Rheumatology Provisional Criteria for Global Flares in Childhood-Onset Systemic Lupus Erythematosus,/pt/publicacao/149774/american-college-of-rheumatology-provisional-criteria-for-gl/,10,JUN 2018,4,2018
/pt/pesquisador/2167/eloisa-silva-dutra-de-oliveira-bonfa/,Disease presentation of 1312 childhood-onset systemic lupus erythematosus: influence of ethnicity,/pt/publicacao/172683/disease-presentation-of-1312-childhood-onset-systemic-lupus/,10,OCT 2019,0,2019
/pt/pesquisador/2167/eloisa-silva-dutra-de-oliveira-bonfa/,"COMPLEXITY OF PEDIATRIC CHRONIC DISEASE: CROSS-SECTIONAL STUDY WITH 16,237 PATIENTS FOLLOWED BY MULTIPLE MEDICAL SPECIALTIES",/pt/publicacao/173007//,10, 2020,0,2020
/pt/pesquisador/2167/eloisa-silva-dutra-de-oliveira-bonfa/,Lower genital tract infections in young female juvenile idiopathic arthritis patients,/pt/publicacao/173384/lower-genital-tract-infections-in-young-female-juvenile-idio/,10,NOV 15 2019,0,2019
/pt/pesquisador/2167/eloisa-silva-dutra-de-oliveira-bonfa/,Anti-alpha-enolase antibodies in Behcet's disease: a marker of mucocutaneous and articular disease activity?,/pt/publicacao/167828/anti-alpha-enolase-antibodies-in-behcets-disease-a-marker/,5,2018,1,2018
/pt/pesquisador/2167/eloisa-silva-dutra-de-oliveira-bonfa/,Complicações Imediatas de 3.555 aplicações de agentes anti-TNFα,/pt/publicacao/159953//,8,Abr. 2010,0,2010
/pt/pesquisador/2167/eloisa-silva-dutra-de-oliveira-bonfa/,Ausência de anticorpos antilipoproteína lipase na doença de Behçet,/pt/publicacao/160473//,5,Dez. 2009,0,2009
/pt/pesquisador/2167/eloisa-silva-dutra-de-oliveira-bonfa/,Influenza A/H1N1 vaccination of patients with SLE: can antimalarial drugs restore diminished response under immunosuppressive therapy?,/pt/publicacao/55726/influenza-ah1n1-vaccination-of-patients-with-sle-can-antimal/,10,JUN 2012,24,2012
