Pesquisador_link,Title,Authors,Number_authors,Date,Citations,Year
/pt/pesquisador/2626/luciano-bachmann/,Crystalline structure of human enamel irradiated with Er‚ Cr: YSGG laser,BACHMANN‚ L.##ROSA‚ K.##DA ANA‚ PA##ZEZELL‚ DM##CRAIEVICH‚ AF##KELLERMANN‚ G.,6,2009,0,2009
/pt/pesquisador/2626/luciano-bachmann/,"Effect of the combination of several irrigants on dentine surface properties, adsorption of chlorhexidine and adhesion of microorganisms to dentine","TARTARI, T.##WICHNIESKI, C.##BACHMANN, L.##JAFELICCI, JR., M.##SILVA, R. M.##LETRA, A.##VAN DER HOEVEN, R.##DUARTE, M. A. H.##BRAMANTE, C. M.",9,DEC 2018,0,2018
/pt/pesquisador/2626/luciano-bachmann/,Optical Characterization of Parathyroid Tissues,"BRANDAO, MARIANA P.##IWAKURA, RICARDO##HONORATO-SOBRINHO, ABRAAO A.##HALEPLIAN, KAIQUE##ITO, AMANDO S.##CONTI DE FREITAS, LUIZ C.##BACHMANN, LUCIANO",7,OCT 2016,0,2016
/pt/pesquisador/2626/luciano-bachmann/,Loss of structural water and carbonate of Nd:YAG laser-irradiated human enamel,"CORREA-AFONSO, ALESSANDRA MARQUES##BACHMANN, LUCIANO##DE ALMEIDA, CINTIA GUIMARAES##PALMA DIBB, REGINA GUENKA##BORSATTO, MARIA CRISTINA",5,MAY 2015,6,2015
/pt/pesquisador/2626/luciano-bachmann/,Thermal effects and morphological aspects of varying Er:YAG laser energy on demineralized dentin removal: an in vitro study,"RAUCCI-NETO, WALTER##DOS SANTOS, CARLA RAQUEL##DE LIMA, FABRICIO AUGUSTO##PECORA, JESUS DJALMA##BACHMANN, LUCIANO##PALMA-DIBB, REGINA GUENKA",6,MAY 2015,2,2015
/pt/pesquisador/2626/luciano-bachmann/,Spectroradiometry Applied to Dental Composite Light Curing,"DE LIMA, FABRICIO AUGUSTO##BACHMANN, LUCIANO",2,2012,1,2012
/pt/pesquisador/178506/paulo-frazao-s-pedro/,Irrompimento do primeiro molar permanente em crianças de 5 e 6 anos de idade: implicações da análise longitudinal para prevenção da cárie oclusal,"FRAZÃO, PAULO",1,2011,0,2011
/pt/pesquisador/178506/paulo-frazao-s-pedro/,Effectiveness of the bucco-lingual technique within a school-based supervised toothbrushing program on preventing caries: a randomized controlled trial,"FRAZAO, PAULO",1,2011,15,2011
/pt/pesquisador/7843/clea-adas-saliba-garbin/,Potentially inappropriate medications used by the elderly: prevalence and risk factors in Brazilian care homes,"VIEIRA DE LIMA, THAIS JAQUELINE##SALIBA GARBIN, CLEA ADAS##ISPER GARBIN, ARTENIO JOSE##SUMIDA, DORIS HISSAKO##SALIBA, ORLANDO",5,MAY 30 2013,30,2013
/pt/pesquisador/7843/clea-adas-saliba-garbin/,Scheduling projects with labor constraints,CAVALCANTE‚ C.C.B.##CARVALHO DE SOUZA‚ C.##SAVELSBERGH‚ M.W.P.##WANG‚ Y.##WOLSEY‚ L.A.,5,2001,0,2001
/pt/pesquisador/87449/raquel-assed-bezerra-segato/,Physicochemical Properties of Root Canal Filling Materials for Primary Teeth,RAQUEL ASSED BEZERRA SEGATO##CAROLINA MASCHIETTO PUCINELLI##DANIELLY CUNHA ARAÚJO FERREIRA##ANDIARA DE ROSSI DALDEGAN##ROBERTO S. DA SILVA##PAULO NELSON-FILHO##LÉA A. B. DA SILVA,7,Abr. 2016,0,2016
/pt/pesquisador/92709/tarcisio-jose-de-arruda-paes-junior/,Fracture load of complete-arch implant-supported prostheses reinforced with nylon-silica mesh: An in vitro study,"PAPAIZ GONCALVES, FERNANDA DE CASSIA##AMARAL, MARINA##SOUTO BORGES, ALEXANDRE LUIZ##MARTINS GONCALVES, LUIZ FERNANDO##DE ARRUDA PAES-JUNIOR, TARCISIO JOSE",5,APR 2018,0,2018
/pt/pesquisador/92709/tarcisio-jose-de-arruda-paes-junior/,A Novel Silica-Nylon Mesh Reinforcement for Dental Prostheses,"DE ARRUDA PAES-JUNIOR, TARCISIO JOSE##DE CASTRO, HUMBERTO LAGO##SOUTO BORGES, ALEXANDRE LUIZ##DELLA BONA, ALVARO##PAPAIZ GONCALVES, FERNANDA DE CASSIA",5,2017,0,2017
/pt/pesquisador/45933/fernanda-vieira-ribeiro/,Impact of type 2 diabetes on the gene expression of bone-related factors at sites receiving dental implants,"CONTE, A.##GHIRALDINI, B.##CASARIN, R. C.##CASATI, M. Z.##PIMENTEL, S. P.##CIRANO, F. R.##DUARTE, P. M.##RIBEIRO, F. V.",8,OCT 2015,9,2015
/pt/pesquisador/45933/fernanda-vieira-ribeiro/,"Smoking Modulates Gene Expression of Type I Collagen, Bone Sialoprotein, and Osteocalcin in Human Alveolar Bone","DE CAMPOS, JULIANA MEDEIROS##PRATI, ALEXANDRE JAVARONI##CIRANO, FABIANO RIBEIRO##PIMENTEL, SUZANA PERES##PASTORE, GABRIEL PIRES##PECORARI, VANESSA GALLEGO##RIBEIRO, FERNANDA VIEIRA##CASATI, MARCIO ZAFFALON##VIANA CASARIN, RENATO CORREA",9,NOV 2015,13,2015
/pt/pesquisador/45933/fernanda-vieira-ribeiro/,Resveratrol Reverts Epigenetic and Transcription Changes Caused by Smoke Inhalation on Bone-Related Genes in Rats,"LAMEIRA, JR., ALADIM GOMES##FRANCOSO, BEATRIZ GANHITO##ABSY, SAMIR##PECORARI, VANESSA GALEGO##CASATI, MARCIO ZAFALON##RIBEIRO, FERNANDA VIEIRA##ANDIA, DENISE CARLETO",7,AUG 2018,2,2018
/pt/pesquisador/45933/fernanda-vieira-ribeiro/,Periosteum-Derived Cells as an Alternative to Bone Marrow Cells for Bone Tissue Engineering Around Dental Implants. A Histomorphometric Study in Beagle Dogs,"RIBEIRO, FERNANDA V.##SUAID, FABRICIA F.##RUIZ, KARINA G. S.##SALMON, CRISTIANE R.##PAPAROTTO, TELMA##NOCITI, JR., FRANCISCO H.##SALLUM, ENILSON A.##CASATI, MARCIO Z.",8,JUN 2010,19,2010
/pt/pesquisador/45933/fernanda-vieira-ribeiro/,Resveratrol Inhibits Periodontitis-Related Bone Loss in Rats Subjected to Cigarette Smoke Inhalation,"RIBEIRO, FERNANDA V.##PINO, DANILO S.##FRANCK, FELIPE C.##BENATTI, BRUNO B.##TENENBAUM, HOWARD##DAVIES, JOHN E.##PIMENTEL, SUZANA P.##CASARIN, RENATO C.##CIRANO, FABIANO R.##CASATI, MARCIO Z.",10,AUG 2017,12,2017
/pt/pesquisador/45933/fernanda-vieira-ribeiro/,Resveratrol attenuates oxidative stress during experimental periodontitis in rats exposed to cigarette smoke inhalation,"CORREA, MONICA GRAZIELI##ABSY, SAMIR##TENENBAUM, HOWARD##RIBEIRO, FERNANDA VIEIRA##CIRANO, FABIANO RIBEIRO##CASATI, MARCIO Z.##PIMENTEL, SUZANA PERES",7,JUN 2019,8,2019
/pt/pesquisador/45933/fernanda-vieira-ribeiro/,Impact of natural curcumin on the progression of experimental periodontitis in diabetic rats,"PIMENTEL, SUZANA P.##CASATI, MARCIO Z.##RIBEIRO, V, FERNANDA##CORREA, MONICA GRAZIELI##FRANCK, FELIPE C.##BENATTI, BRUNO B.##CIRANO, FABIANO R.",7,JULY 2019,0,2019
/pt/pesquisador/45933/fernanda-vieira-ribeiro/,Effect of curcumin on bone tissue in the diabetic rat: repair of peri-implant and critical-sized defects,"CIRANO, F. R.##PIMENTEL, S. P.##CASATI, M. Z.##CORREA, M. G.##PINO, D. S.##MESSORA, M. R.##SILVA, P. H. F.##RIBEIRO, F. V.",8,NOV 2018,1,2018
/pt/pesquisador/45933/fernanda-vieira-ribeiro/,Effect of autologous bone marrow-derived cells associated with guided bone regeneration or not in the treatment of pen-implant defects,"RIBEIRO, F. V.##SUAID, F. F.##RUIZ, K. G. S.##RODRIGUES, T. L.##CARVALHO, M. D.##NOCITI, JR., F. H.##SALLUM, E. A.##CASATI, M. Z.",8,JAN 2012,10,2012
/pt/pesquisador/45933/fernanda-vieira-ribeiro/,Effect of Resveratrol on Critical-Sized Calvarial Defects of Diabetic Rats: Histometric and Gene Expression Analysis,"PINO, DANILO SIQUEIRA##CASARIN, RENATO CORREA##PIMENTEL, SUZANA PERES##CIRANO, FABIANO RIBEIRO##CORREA, MONICA GRAZIELI##RIBEIRO, FERNANDA VIEIRA",6,DEC 2017,4,2017
/pt/pesquisador/106582/suzana-peres-pimentel/,Triclosan-containing fluoride toothpaste on clinical parameters and osteo-inflammatory mediators when applied in a stent during experimental peri-implant mucositis in smokers,"PIMENTEL, SUZANA PERES##RIBEIRO, FERNANDA VIEIRA##CASARIN, RENATO CORREA##CIRANO, FABIANO RIBEIRO##LUCHESI, VANESSA HAGUIHARA##ARIAS PECORARI, VANESSA GALLEGO##CASATI, MARCIO ZAFFALON",7,FEB 2019,0,2019
/pt/pesquisador/106582/suzana-peres-pimentel/,Impact of a triclosan-containing toothpaste during the progression of experimental peri-implant mucositis: Clinical parameters and local pattern of osteo-immunoinflammatory mediators in peri-implant fluid,"RIBEIRO, FERNANDA V.##CASATI, MARCIO Z.##CASARIN, RENATO C.##CORREA, MONICA G.##CIRANO, FABIANO R.##NEGRI, BRENNO M.##PIMENTEL, SUZANA P.",7,FEB 2018,6,2018
/pt/pesquisador/106582/suzana-peres-pimentel/,Impact of a chronic smoking habit on the osteo-immunoinflammatory mediators in the peri-implant fluid of clinically healthy dental implants,"NEGRI, BRENNO MARCONDES##PIMENTEL, SUZANA PERES##CASATI, MARCIO ZAFFALON##CIRANO, FABIANO RIBEIRO##CASARIN, RENATO CORREA##RIBEIRO, FERNANDA VIEIRA",6,OCT 2016,7,2016
/pt/pesquisador/33695/glauco-issamu-miyahara/,High p16(INK4a) immunoexpression is not HPV dependent in oral leukoplakia,"TOMO, SAYGO##BISS, STEPHANYE PINTO##CRIVELINI, MARCELO MACEDO##PENHA DE OLIVEIRA, SANDRA HELENA##BIASOLI, EDER RICARDO##TJIOE, KELLEN CRISTINE##BERNABE, DANIEL GALERA##VILLA, LUISA LINA##MIYAHARA, GLAUCO ISSAMU",9,JUL 2020,0,2020
/pt/pesquisador/33695/glauco-issamu-miyahara/,Plasma HPV DNA is detectable in oral leukoplakia patients,"FERREIRA, LIGIA LAVEZO##BIASOLI, EDER RICARDO##BERNABE, DANIEL GALERA##NUNES, CANIS MARONI##MIYAHARA, GLAUCO ISSAMU",5,2017,1,2017
/pt/pesquisador/49487/andresa-borges-soares/,Increased mucin 1 expression in recurrence and malignant transformation of salivary gland pleomorphic adenoma,"SOARES, ANDRESA BORGES##DIAS DEMASI, ANA PAULA##ALTEMANI, ALBINA##DE ARAUJO, VERA CAVALCANTI",4,FEB 2011,12,2011
/pt/pesquisador/49487/andresa-borges-soares/,"Estrogen Receptor, Progesterone Receptor, and HER-2 Expression in Recurrent Pleomorphic Adenoma","DE SOUZA, ANA AMELIA##ALTEMANI, ALBINA##DE ARAUJO, NEY SOARES##TEXEIRAI, LUCAS NOVAES##DE ARAUJO, VERA CAVALCANTI##SOARES, ANDRESA BORGES",6,SEP 2019,0,2019
/pt/pesquisador/49487/andresa-borges-soares/,"The increased PDGF-A, PDGF-B and FGF-2 expression in recurrence of salivary gland pleomorphic adenoma","SOARES, ANDRESA BORGES##DEMASI, ANA PAULA##TINCANI, ALFIO JOSE##MARTINS, ANTONIO SANTOS##ALTEMANI, ALBINA##DE ARAUJO, VERA CAVALCANTI",6,MAR 2012,8,2012
/pt/pesquisador/49487/andresa-borges-soares/,"Study of histopathological, morphological and immunohistochemical features of recurrent pleomorphic adenoma: an attempt to predict recurrence of pleomorphic adenoma","SOARES, ANDRESA BORGES##ALTEMANI, ALBINA##DE ARAUJO, VERA CAVALCANTI",3,APR 2011,11,2011
/pt/pesquisador/49487/andresa-borges-soares/,Angiogenic and lymphangiogenic microvessel density in recurrent pleomorphic adenoma,"SOARES, ANDRESA B.##DE ARAUJO, VERA C.##JULIANO, PRISCILA B.##ALTEMANI, ALBINA",4,SEP 2009,18,2009
/pt/pesquisador/49487/andresa-borges-soares/,Comparison of the Blood and Lymphatic Microvessel Density of Pleomorphic Adenoma and Basal Cell Adenoma,"SOARES, ANDRESA BORGES##ALTEMANI, ALBINA##DE OLIVEIRA, THAIS RIBEIRO##FONSECA RODRIGUES, FELIPE DE OLIVEIRA##RIBEIRO-SILVA, ALFREDO##SOAVE, DANILO FIGUEIREDO##PASSADOR-SANTOS, FABRICIO##BRUM, SUELLEN TRENTIN##NAPIMOGA, MARCELO HENRIQUE##DE ARAUJO, VERA CAVALCANTI",10,2015,1,2015
/pt/pesquisador/88429/francisco-de-assis-mollo-junior/,Effect of titanium and zirconia dental implant abutments on a cultivable polymicrobial saliva community,"DE AVILA, ERICA D.##VERGANI, CARLOS EDUARDO##MOLLO JUNIOR, FRANCISCO A.##JAFELICCI JUNIOR, MIGUEL##SHI, WENYUAN##LUX, RENATE",6,OCT 2017,13,2017
/pt/pesquisador/88429/francisco-de-assis-mollo-junior/,Ultraviolet Light Treatment of Titanium Suppresses Human Ora Bacterial Attachment and Biofilm Formation: A Short-Term In Vitro Study,"ISHIJIMA, MANABU##DE AVILA, ERICA DORIGATTI##NAKHAEI, KOUROSH##SHI, WENYUAN##LUX, RENATE##OGAWA, TAKAHIRO",6,SEP-OCT 2019,0,2019
/pt/pesquisador/88429/francisco-de-assis-mollo-junior/,Effect of different implant abutment surfaces on OBA-09 epithelial cell adhesion,"RIGOLIN, MARIA SILVIA M.##DE AVILA, ERICA DORIGATTI##BASSO, FERNANDA G.##HEBLING, JOSIMERI##COSTA, CARLOS ALBERTO DE S.##MOLLO JUNIOR, FRANCISCO DE ASSIS",6,DEC 2017,2,2017
/pt/pesquisador/88429/francisco-de-assis-mollo-junior/,Impact of Physical Chemical Characteristics of Abutment Implant Surfaces on Bacteria Adhesion,"DE AVILA, ERICA DORIGATTI##DE MOLON, RAFAEL SCAF##LIMA, BRUNO P.##LUX, RENATE##SHI, WENYUAN##JAFELICCI JUNIOR, MIGUEL##PALOMARI SPOLIDORIO, DENISE MADALENA##VERGANI, CARLOS EDUARDO##MOLLO JUNIOR, FRANCISCO DE ASSIS",9,APR 2016,15,2016
/pt/pesquisador/88429/francisco-de-assis-mollo-junior/,Effect of Splinting in Accuracy of Two Implant Impression Techniques,"DE AVILA, ERICA DORIGATTI##MORAES, FERNANDA DE MATOS##CASTANHARO, SABRINA MARIA##DEL'ACQUA, MARCELO ANTONIALLI##MOLLO, JR., FRANCISCO DE ASSIS",5,DEC 2014,3,2014
/pt/pesquisador/88429/francisco-de-assis-mollo-junior/,Structural and quantitative analysis of a mature anaerobic biofilm on different implant abutment surfaces,"DE AVILA, ERICA DORIGATTI##AVILA-CAMPOS, MARIO JULIO##VERGANI, CARLOS EDUARDO##PALOMARI SPOLIDORIO, DENISE MADALENA##MOLLO, JR., FRANCISCO DE ASSIS",5,APR 2016,18,2016
/pt/pesquisador/88429/francisco-de-assis-mollo-junior/,The Relationship between Biofilm and Physical-Chemical Properties of Implant Abutment Materials for Successful Dental Implants,"DE AVILA, ERICA DORIGATTI##DE MOLON, RAFAEL SCAF##VERGANI, CARLOS EDUARDO##MOLLO, JR., FRANCISCO DE ASSIS##SALIH, VEHID",5,MAY 2014,13,2014
/pt/pesquisador/34406/alyne-simoes-goncalves/,Effect of Laser Phototherapy on Enzymatic Activity of Salivary Glands of Hamsters Treated with 5-Fluorouracil,"CAMPOS, LUANA##NICOLAU, JOSE##ARANA-CHAVEZ, VICTOR E.##SIMOES, ALYNE",4,MAY 2014,1,2014
/pt/pesquisador/34406/alyne-simoes-goncalves/,The Effects of Low-Power Laser Irradiation on Inflammation and Apoptosis in Submandibular Glands of Diabetes-Induced Rats,"FUKUOKA, CINTIA YUKI##SIMOES, ALYNE##UCHIYAMA, TOSHIKAZU##ARANA-CHAVEZ, VICTOR ELIAS##ABIKO, YOSHIMITSU##KUBOYAMA, NOBORU##BHAWAL, UJJAL K.",7,JAN 18 2017,6,2017
/pt/pesquisador/34406/alyne-simoes-goncalves/,Differential microRNA profile underlies the divergent healing responses in skin and oral mucosal wounds,"SIMOES, ALYNE##CHEN, LIN##CHEN, ZUJIAN##ZHAO, YAN##GAO, SHANG##MARUCHA, PHILLIP T.##DAI, YANG##DIPIETRO, LUISA A.##ZHOU, XIAOFENG",9,MAY 9 2019,2,2019
/pt/pesquisador/34406/alyne-simoes-goncalves/,Laser irradiation affects enzymatic antioxidant system of streptozotocin-induced diabetic rats,"IBUKI, FLAVIA KAZUE##SIMOES, ALYNE##NICOLAU, JOSE##NOGUEIRA, FERNANDO NEVES",4,MAY 2013,11,2013
/pt/pesquisador/34406/alyne-simoes-goncalves/,Improvement of full-thickness rat skin wounds by photobiomodulation therapy (PBMT): A dosimetric study,"DE CASTRO, JULIANA RODRIGUES##PEREIRA, FILIPI DA SILVA##CHEN, LIN##ARANA-CHAVEZ, VICTOR ELIAS##BALLESTER, RAFAEL YAGUE##DIPIETRO, LUISA A.##SIMOES, ALYNE",7,MAY 2020,0,2020
/pt/pesquisador/34406/alyne-simoes-goncalves/,Low-power laser irradiation decreases lipid droplet accumulation in the parotid glands of diabetic rats,"DE CASTRO, JULIANA R.##DE SOUZA, EUGEN M. N.##PARK, YUN-JONG##DE CAMPOS, LUANA##CHA, SEUNGHEE##ARANA-CHAVEZ, VICTOR E.##NICOLAU, JOSE##SIMOES, ALYNE",8,APR 2018,0,2018
/pt/pesquisador/34406/alyne-simoes-goncalves/,Comparative study among three different phototherapy protocols to treat chemotherapy-induced oral mucositis in hamsters,"CAMPOS, LUANA##CRUZ, ERIKA P.##PEREIRA, FILIPI S.##ARANA-CHAVEZ, VICTOR E.##SIMOES, ALYNE",5,DEC 2016,10,2016
/pt/pesquisador/34406/alyne-simoes-goncalves/,Dosimetric study of photobiomodulation therapy in 5-FU-induced oral mucositis in hamsters,"COTOMACIO, CLAUDIA CARRARA##CAMPOS, LUANA##DE SOUZA, DOUGLAS NESADAL##ARANA-CHAVEZ, VICTOR ELIAS##SIMOES, ALYNE",5,JAN 2017,2,2017
/pt/pesquisador/34406/alyne-simoes-goncalves/,Site-Specific Expression Pattern of PIWI-Interacting RNA in Skin and Oral Mucosal Wound Healing,"CHEN, LIN##CHEN, ZUJIAN##SIMOES, ALYNE##WU, XINMING##DAI, YANG##DIPIETRO, LUISA A.##ZHOU, XIAOFENG",7,JAN 2 2020,0,2020
/pt/pesquisador/34406/alyne-simoes-goncalves/,Overexpression of the Oral Mucosa-Specific microRNA-31 Promotes Skin Wound Closure,"CHEN, LIN##SIMOES, ALYNE##CHEN, ZUJIAN##ZHAO, YAN##WU, XINMING##DAI, YANG##DIPIETRO, LUISA A.##ZHOU, XIAOFENG",8,AUG 2019,0,2019
/pt/pesquisador/34406/alyne-simoes-goncalves/,"Clinical, biochemical and histological study of the effect of antimicrobial photodynamic therapy on oral mucositis induced by 5-fluorouracil in hamsters","DA CRUZ, ERIKA DE PAULA##CAMPOS, LUANA##PEREIRA, FILIPI DA SILVA##MAGLIANO, GABRIELA CAMPOS##BENITES, BERNAR MONTEIRO##ARANA-CHAVEZ, VICTOR ELIAS##BALLESTER, RAFAEL YAGUE##SIMOES, ALYNE",8,JUN 2015,11,2015
/pt/pesquisador/34406/alyne-simoes-goncalves/,Chemotherapy-Induced Oral Mucositis: Effect of LED and Laser Phototherapy Treatment Protocols,"CARNEIRO FREITAS, ANA CAROLINA##CAMPOS, LUANA##BRANDAO, THAIS BIANCA##CRISTOFARO, MARCIO##EDUARDO, FERNANDA DE PAULA##LUIZ, ANA CLAUDIA##MARQUES, MARCIA MARTINS##EDUARDO, CARLOS DE PAULA##SIMOES, ALYNE",9,FEB 1 2014,10,2014
/pt/pesquisador/41588/elizabeth-ferreira-martinez/,FGF-2 is overexpressed in myoepithelial cells of carcinoma ex-pleomorphic adenoma in situ structures,"MARTINEZ, ELIZABETH F.##DEMASI, ANA P. D.##MIGUITA, LUCYENE##ALTEMANI, ALBINA##ARAUJO, NEY S.##ARAUJO, VERA C.",6,JUL 2010,12,2010
/pt/pesquisador/41588/elizabeth-ferreira-martinez/,In vitro cytokine expression in in situ-like areas of malignant neoplasia,"MARTINEZ, ELIZABETH FERREIRA##NAPIMOGA, MARCELO HENRIQUE##MARTINS MONTALLI, VICTOR ANGELO##DE ARAUJO, NEY SOARES##DE ARAUJO, VERA CAVALCANTI",5,MAY 2013,6,2013
/pt/pesquisador/41588/elizabeth-ferreira-martinez/,Myoepithelial cells from pleomorphic adenoma are not influenced by tumor conditioned media from breast ductal adenocarcinoma and melanoma cells: An in vitro study,"MARTINEZ, ELIZABETH FERREIRA##DIAS DEMASI, ANA PAULA##NAPIMOGA, MARCELO HENRIQUE##BARCELLOS SILVA, CAROLINA AMALIA##NAVARINI, NATALIA FESTUGATTO##ARAUJO, NEY SOARES##DE ARAUJO, VERA CAVALCANTI",7,JAN 2015,0,2015
/pt/pesquisador/41588/elizabeth-ferreira-martinez/,"Microvesicles derived from squamous cell carcinoma induce cell death, autophagy, and invasion of benign myoepithelial cells","MARTINEZ, ELIZABETH FERREIRA##DE ARAUJO, VERA CAVALCANTI##NAVARINI, NATALIA FESTUGATTO##DE SOUZA, ISABELA FERNANDES##RENA, GABRIEL BERNARDO##DEMASI, ANA PAULA DIAS##DE PAULA, ENEIDA##TEIXEIRA, LUCAS NOVAES",8,JUN 2020,0,2020
/pt/pesquisador/41588/elizabeth-ferreira-martinez/,The EGF signaling pathway influences cell migration and the secretion of metalloproteinases by myoepithelial cells in pleomorphic adenoma,"NAVARINI, NATALIA FESTUGATTO##DE ARAUJO, VERA CAVALCANTI##BROWN, AMY LOUISE##PASSADOR-SANTOS, FABRICIO##DE SOUZA, ISABELA FERNANDES##NAPIMOGA, MARCELO HENRIQUE##ARAUJO, NEY SOARES##MARTINEZ, ELIZABETH FERREIRA",8,JAN 2015,4,2015
/pt/pesquisador/41588/elizabeth-ferreira-martinez/,In vitro influence of the extracellular matrix in myoepithelial cells stimulated by malignant conditioned medium,"MARTINEZ, ELIZABETH F.##DIAS DEMASI, ANA PAULA##NAPIMOGA, MARCELO HENRIQUE##ARANA-CHAVEZ, VICTOR ELIAS##ALTEMANI, ALBINA##DE ARAUJO, NEY SOARES##DE ARAUJO, VERA CAVALCANTI",7,FEB 2012,9,2012
/pt/pesquisador/33585/ricardo-henrique-alves-da-silva/,Age estimation of Brazilian individuals using the London Atlas,"DA SILVEIRA SOUSA, ALINE MARIA##JACOMETTI, VICTOR##ALQAHTANI, SAKHER##ALVES DA SILVA, RICARDO HENRIQUE",4,MAY 2020,0,2020
/pt/pesquisador/33585/ricardo-henrique-alves-da-silva/,The use of a DNA stabilizer in human dental tissues stored under different temperature conditions and time intervals,"SILVEIRA DIAS TERADA, ANDREA SAYURI##FERREIRA DA SILVA, LUIZ ANTONIO##GALO, RODRIGO##DE AZEVEDO, ALINE##GERLACH, RAQUEL FERNANDA##ALVES DA SILVA, RICARDO HENRIQUE",6,JUL-AUG 2014,1,2014
/pt/pesquisador/58228/william-cunha-brandt/,"Can phenyl-propanedione influence Knoop hardness, rate of polymerization and bond strength of resin composite restorations?","BRANDT, WILLIAM CUNHA##TOMASELLI, LUCAS DE OLIVEIRA##CORRER-SOBRINHO, LOURENCO##COELHO SINHORETI, MARIO ALEXANDRE",4,JUN 2011,11,2011
/pt/pesquisador/58228/william-cunha-brandt/,Dynamic mechanical thermal analysis of composite resins with CQ and PPD as photo-initiators photoactivated by QTH and LED units,"BRANDT, WILLIAM CUNHA##SILVA, CRISTINA GOMES##FROLLINI, ELISABETE##CARUALHO SOUZA-JUNIOR, EDUARDO JOSE##COELHO SINHORETI, MARIO ALEXANDRE",5,AUG 2013,8,2013
/pt/pesquisador/52003/juliano-milanezi-de-almeida/,Antineoplastic agents exacerbate periodontal inflammation and aggravate experimental periodontitis,"RODRIGUES GUSMAN, DAVID JONATHAN##ERVOLINO, EDILSON##THEODORO, LETICIA HELENA##GARCIA, VALDIR GOUVEIA##HITOMI NAGATA, MARIA JOSE##SENDAO ALVES, BRENO EDSON##DE ARAUJO, NATHALIA JANUARIO##MATHEUS, HENRIQUE RINALDI##DE ALMEIDA, JULIANO MILANEZI",9,APR 2019,0,2019
/pt/pesquisador/52003/juliano-milanezi-de-almeida/,Evaluation of the progression and treatment of experimental periodontitis in rats subjected to chemotherapy with 5-fluorouracil,"GARCIA, VALDIR GOUVEIA##NORONHA NOVAES, VIVIAN CRISTINA##DE ALMEIDA, JULIANO MILANEZI##LONGO, MARIELLEN##ERVOLINO, EDILSON##MOGAMI BOMFIM, SUELY REGINA##THEODORO, LETICIA HELENA",7,JUL 2015,10,2015
/pt/pesquisador/52003/juliano-milanezi-de-almeida/,Influence of adjuvant therapy with green tea extract in the treatment of experimental periodontitis,"DE ALMEIDA, JULIANO MILANEZI##MARQUES, BIANCA MAYARA##NORONHA NOVAES, VIVIAN CRISTINA##PINTO DE OLIVEIRA, FRED LUCAS##MATHEUS, HENRIQUE RINALDI##FLORIN, LUIZ GUILHERME##ERVOLINO, EDILSON",7,JUN 2019,0,2019
/pt/pesquisador/91411/elizangela-partata-zuza/,Lipid profile and high-sensitivity C-reactive protein levels in obese and non-obese subjects undergoing non-surgical periodontal therapy,"ZUZA, ELIZANGELA P.##BARROSO, ELIANE M.##FABRICIO, MARIANA##CARRARETO, ANA LUIZA V.##TOLEDO, BENEDICTO E. C.##PIRES, JULIANA R.",6,SEP 2016,1,2016
/pt/pesquisador/91411/elizangela-partata-zuza/,"Influence of obesity on experimental periodontitis in rats: histopathological, histometric and immunohistochemical study","ZUZA, ELIZANGELA PARTATA##GARCIA, VALDIR GOUVEIA##THEODORO, LETICIA HELENA##ERVOLINO, EDILSON##VELOSO FAVERO, LUIZ FERNANDO##LONGO, MARIELLEN##RIBEIRO, FERNANDO SALIMON##MARTINS, ALEX TADEU##SPOLIDORIO, LUIS CARLOS##SAMPAIO ZUANON, JOSE ANTONIO",10,APR 2018,6,2018
/pt/pesquisador/89589/celso-koogi-sonoda/,Delayed tooth replantation following root canal filling with calcium hydroxide and MTA: Histomorphometric study in rats,"ESTEVES, JONATAS CALDEIRA##MARAO, HELOISA FONSECA##DOS SANTOS SILVA, PEDRO IVO##POI, WILSON ROBERTO##PANZARINI, SONIA REGINA##ARANEGA, ALESSANDRA MARCONDES##RIBEIRO, EDUARDO DIAS##SONODA, CELSO KOOGI",8,SEP 2015,1,2015
/pt/pesquisador/171915/simone-soares/,Assessment of dental arch stability after orthodontic treatment and oral rehabilitation in complete unilateral cleft lip and palate and non-clefts patients using 3D stereophotogrammetry,"REZENDE PUCCIARELLI, MARIA GIULIA##DE LIMA TOYOSHIMA, GUILHERME HIDEKI##OLIVEIRA, THAIS MARCHINI##HONORIO, HEITOR MARQUES##SFORZA, CHIARELLA##SOARES, SIMONE",6,MAY 27 2020,0,2020
/pt/pesquisador/171915/simone-soares/,Implant placement for patients with cleft lip and palate: A clinical report and guidelines for treatment,"PUCCIARELLI, MARIA G. R.##LOPES, ADOLFO C. O.##LOPES, JOSE F. S.##SOARES, SIMONE",4,JAN 2019,0,2019
/pt/pesquisador/57531/andiara-de-rossi/,Cementocytes Express Receptor Activator of the Nuclear Factor Kappa-B Ligand in Response to Endodontic Infection in Mice,"DE ROSSI, ANDIARA##FUKADA, SANDRA YASUYO##DE ROSSI, MOARA##BEZERRA DA SILVA, RAQUEL ASSED##QUEIROZ, ALEXANDRA MUSSOLINO##NELSON-FILHO, PAULO##BEZERRA DA SILVA, LEA ASSED",7,AUG 2016,3,2016
